Senshock Casting (461)	five foot step			target ranged			cast fireball		'Dispel Magic' class_wizard 3	target bad will			cast single		'Disintegrate' class_wizard 6	target bad will			cast single		'Phantasmal Killer' class_wizard 4	target bad will			cast single		'Dominate Person' class_wizard 5	target ranged			cast fireball		'Deep Slumber' class_wizard 3	target bad will			cast single		'Charm Monster' class_wizard 4	target damaged			cast area		'Lightning Bolt' class_wizard 3	cast single		'Magic Missile' class_wizard 1	target bad will			cast single		'Tashas Hideous Laughter' class_wizard 2	target self			cast single		'senshock summon elemental (INTERNAL)' domain_special 5	target closest			attack
Animal Companion Attack (462)	target closest			attack																														
Animal Companion Approach (463)	target friend hurt			approach																														
Animal Companion Guard (464)	ready vs approach																					
Barkinar Defense (465)	ready vs approach
Temple Wizard 1 Casting (466)	five foot step			target ranged			cast area		'Lightning Bolt' class_wizard 3	target damaged			cast single		'Melfs Acid Arrow' class_wizard 2	target ranged			cast single		'Magic Missile' class_wizard 1	target closest			cast single		'Acid Splash' class_wizard 0	target low ac			reload			attack
Temple Wizard 2 Casting (467)	five foot step			target ranged			cast single		'Magic Missile' class_wizard 1	target damaged			cast single		'Melfs Acid Arrow' class_wizard 2	target ranged			cast area		'Lightning Bolt' class_wizard 3	target closest			cast single		'Acid Splash' class_wizard 0	target low ac			reload			attack
Hedrack Casting (468)	five foot step			target ranged			cast fireball		'Dispel Magic' class_cleric 3	cast fireball		'Silence' class_cleric 2	target self			cast single		'Prayer' class_cleric 3	target ranged			cast fireball		'Flame Strike' domain_war 5	cast fireball		'Sound Burst' class_cleric 2	target self			cast single		'Divine Power' domain_war 4	cast single		'Righteous Might' class_cleric 5	target closest			cast single		'Contagion' domain_destruction 3	target closest			attack
Hedrack Healing (469)	five foot step			target self			cast single		'Cure Critical Wounds' class_cleric 4	target self			cast single		'Cure Serious Wounds' class_cleric 3	target self			cast single		'Cure Moderate Wounds' class_cleric 2	target closest			attack
Hedrack Zombies (470)	five foot step			target self			cast single		'Desecrate' class_cleric 2	target ranged			cast fireball		'Dispel Magic' class_cleric 3	cast fireball		'Silence' class_cleric 2	target self			cast single		'Prayer' class_cleric 3	target ranged			cast fireball		'Flame Strike' domain_war 5	cast fireball		'Sound Burst' class_cleric 2	target self			cast single		'Divine Power' domain_war 4	cast single		'Righteous Might' class_cleric 5	target closest			cast single		'Contagion' domain_destruction 3	target closest			attack
Temple Wizard Healing (471)	five foot step			use potion			target closest			reload			attack
Hedrack Melee (472)	coup de grace			target closest			attack
Nightwalker (473)	target closest			cast area		'Fear Gaze (INTERNAL)' domain_special 4	target closest			cast single		'Finger of Death' domain_special 7	target closest			target bad will			cast single		'Confusion' domain_special 4	cast area		'Unholy Blight Quickened (INTERNAL)' domain_special 4	target closest			attack
Orc Medium Helping (474)	target friend hurt			cast single		'Cure Critical Wounds' domain_healing 4	cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Cure Serious Wounds' domain_healing 3	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' domain_healing 2	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	ready vs approach			
Orc Shaman Helping (475)	target friend hurt			cast single		'Cure Serious Wounds' domain_healing 3	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' domain_healing 2	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' domain_healing 1	cast single		'Cure Light Wounds' class_cleric 1	cast single		'Cure Minor Wounds' class_cleric 0	ready vs approach			
Orc Theurgist Helping (476)	target friend hurt			cast single		'Cure Critical Wounds' domain_healing 4	cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Heal' domain_healing 6	cast single		'Heal' class_cleric 6	cast single		'Cure Serious Wounds' domain_healing 3	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	ready vs approach			
Lich Casting 01 (477)	five foot step			clear target			target bad will			cast single		'Disintegrate' class_wizard 6	ready vs approach			
Lich Melee (478)	coup de grace			target closest			attack			
Lich Casting 02 (479)	five foot step			clear target			target closest			cast single		'Polar Ray' class_wizard 8	ready vs approach			
Lich Casting 03 (480)	five foot step			clear target			target low ac			cast single		'Feeblemind' class_wizard 5	ready vs approach			
Lich Casting 04 (481)	five foot step			clear target			target bad will			cast single		'Disintegrate' class_wizard 6	ready vs approach			
Lich Casting 05 (482)	five foot step			clear target			target closest			cast single		'Polar Ray' class_wizard 8	ready vs approach			
Lich Casting 06 (483)	five foot step			clear target			target bad fort			cast single		'Finger of Death' class_wizard 7	ready vs approach					
Lich Casting 07 (484)	five foot step			clear target			target bad will			cast single		'Disintegrate' class_wizard 6	ready vs approach			
Lich Casting 08 (485)	five foot step			clear target			target bad fort			cast single		'Finger of Death' class_wizard 7	ready vs approach			
Lich Casting 09 (486)	five foot step			clear target			target bad fort			cast area		'Horrid Wilting' class_wizard 8	ready vs approach			
Lich Casting 10 (487)	five foot step			clear target			target bad will			cast area		'Fear' class_wizard 4	ready vs approach			
Lich Casting 11 (488)	five foot step			clear target			target bad will			cast area		'Crushing Despair' class_wizard 4	ready vs approach			
Lich Casting 12 (489)	five foot step			clear target			target closest			cast area		'Prismatic Spray' class_wizard 7	ready vs approach			
Lich Casting 13 (490)	five foot step			clear target			target bad reflex			cast area		'Cone of Cold' class_wizard 5	ready vs approach			
Lich Casting 14 (491)	five foot step			clear target			target bad fort			cast area		'Horrid Wilting' class_wizard 8	ready vs approach			
Lich Casting 15 (492)	five foot step			clear target			target bad will			cast area		'Confusion' class_wizard 4	ready vs approach			
Lich Casting 16 (493)	five foot step			clear target			target ranged			cast fireball		'Ice Storm' class_wizard 4	ready vs approach			
Lich Casting 17 (494)	five foot step			clear target			target closest			cast area		'Prismatic Spray' class_wizard 7	ready vs approach			
Lich Casting 18 (495)	five foot step			clear target			target bad reflex			cast area		'Cone of Cold' class_wizard 5	ready vs approach			
Lich Casting 19 (496)	five foot step			clear target			target bad fort			cast fireball		'Cloudkill' class_wizard 5	ready vs approach			
Lich Casting 20 (497)	five foot step			clear target			target self			cast single		'Tensers Transformation' class_wizard 6	ready vs approach			
Orc Warlock 02 (498)	five foot step			clear target			target closest			cast single		'Power Word Blind' domain_war 7	ready vs approach			
Orc Warlock 03 (499)	five foot step			clear target			target bad will			cast single		'Hold Monster' domain_law 6	ready vs approach			
Orc Warlock 04 (500)	five foot step			clear target			target closest			cast single		'Searing Light' class_cleric 3	ready vs approach			
Orc Warlock 05 (501)	five foot step			clear target			target closest			cast single		'Searing Light' class_cleric 3	ready vs approach			
Orc Warlock 06 (502)	five foot step			clear target			target bad fort			cast single		'Blindness/Deafness' class_cleric 3	ready vs approach			
Orc Warlock 07 (503)	five foot step			clear target			target closest			cast single		'Searing Light' class_cleric 3	ready vs approach			
Orc Warlock 08 (504)	five foot step			clear target			target closest			cast single		'Searing Light' class_cleric 3	ready vs approach			
Orc Warlock 09 (505)	clear target			target closest			cast single		'Slay Living' class_cleric 5	ready vs approach			
Orc Warlock 10 (506)	clear target			target closest			cast single		'Slay Living' class_cleric 5	ready vs approach			
Orc Warlock 11 (507)	clear target			target closest			cast single		'Slay Living' class_cleric 5	ready vs approach			
Orc Warlock 12 (508)	clear target			target closest			cast single		'Slay Living' class_cleric 5	ready vs approach			
Orc Warlock 13 (509)	clear target			target closest			cast single		'Poison' class_cleric 4	ready vs approach			
Orc Warlock 14 (510)	clear target			target closest			cast single		'Poison' class_cleric 4	ready vs approach			
Orc Warlock 15 (511)	clear target			target closest			cast single		'Inflict Critical Wounds' class_cleric 4	ready vs approach			
Orc Warlock 16 (512)	clear target			target closest			cast single		'Inflict Critical Wounds' class_cleric 4	ready vs approach			
Orc Warlock 17 (513)	five foot step			clear target			target self			cast single		'Divine Power' domain_war 4	ready vs approach			
Orc Warlock Melee (514)	coup de grace			target closest			attack			use potion			attack			approach			
Placeholder (515)	clear target			ready vs approach			
Orc Witch 02 (516)	five foot step			clear target			target bad will			cast single		'Insanity' class_wizard 7	ready vs approach			
Orc Witch 03 (517)	five foot step			clear target			target bad will			cast single		'Feeblemind' class_wizard 5	ready vs approach			
Orc Witch 04 (518)	five foot step			clear target			target bad will			cast single		'Feeblemind' class_wizard 5	ready vs approach			
Orc Witch 05 (519)	five foot step			clear target			target bad will			cast single		'Hold Monster' class_wizard 5	ready vs approach			
Orc Witch 06 (520)	five foot step			clear target			target closest			cast single		'Charm Monster' class_wizard 4	ready vs approach			
Orc Witch 07 (521)	five foot step			clear target			target closest			cast single		'Charm Monster' class_wizard 4	ready vs approach			
Orc Witch 08 (522)	five foot step			clear target			target bad will			cast single		'Phantasmal Killer' class_wizard 4	ready vs approach			
Orc Witch 09 (523)	five foot step			clear target			target bad will			cast single		'Phantasmal Killer' class_wizard 4	ready vs approach			
Orc Witch 10 (524)	five foot step			clear target			target bad will			cast single		'Hold Person' class_wizard 3	ready vs approach			
Orc Witch 11 (525)	five foot step			clear target			target bad will			cast single		'Hold Person' class_wizard 3	ready vs approach			
Orc Witch 12 (526)	five foot step			clear target			target bad will			cast single		'Hold Person' class_wizard 3	ready vs approach			
Orc Witch 13 (527)	five foot step			clear target			target bad will			cast area		'Slow' class_wizard 3	ready vs approach			
Orc Witch 14 (528)	five foot step			clear target			target bad will			cast area		'Slow' class_wizard 3	ready vs approach			
Orc Witch 15 (529)	five foot step			clear target			target bad will			cast single		'Tashas Hideous Laughter' class_wizard 2	ready vs approach			
Orc Witch 16 (530)	five foot step			clear target			target bad will			cast single		'Tashas Hideous Laughter' class_wizard 2	ready vs approach			
Orc Witch 17 (531)	five foot step			clear target			target self			cast single		'Greater Heroism' class_wizard 6	ready vs approach			
Orc Witch Melee (532)	coup de grace			target closest			attack			use potion			attack			approach			
Placeholder (533)	clear target			ready vs approach			
Orc Medium Melee (534)	coup de grace			target closest			attack			use potion			attack			approach			
Orc Shaman Melee (535)	coup de grace			target closest			attack			use potion			attack			approach			
Orc Theurgist Melee (536)	coup de grace			target closest			attack			use potion			attack			approach			
Orc Medium Casting (537)	clear target			target closest			cast single		'Slay Living' domain_death 5	cast single		'Slay Living' class_cleric 5	ready vs approach			
Orc Theurgist Casting (538)	clear target			target closest			cast single		'Slay Living' domain_death 5	cast single		'Slay Living' class_cleric 5	ready vs approach			
Orc Shaman Guarding (539)	ready vs approach		
Orc Medium Healing (540)	five foot step			clear target			target self			cast single		'Cure Critical Wounds' domain_healing 4	cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Cure Serious Wounds' domain_healing 3	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' domain_healing 2	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	ready vs approach			
Orc Shaman Healing (541)	five foot step			clear target			target self			cast single		'Cure Serious Wounds' domain_healing 3	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' domain_healing 2	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' domain_healing 1	cast single		'Cure Light Wounds' class_cleric 1	cast single		'Cure Minor Wounds' class_cleric 0	ready vs approach			
Orc Theurgist Healing (542)	five foot step			clear target			target self			cast single		'Cure Critical Wounds' domain_healing 4	cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Heal' domain_healing 6	cast single		'Heal' class_cleric 6	cast single		'Cure Serious Wounds' domain_healing 3	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	ready vs approach			
Orc Medium Guarding (543)	ready vs approach		
Orc Theurgist Guarding (544)	ready vs approach		
Orc Melee Attack Prone (545)	clear target			target prone			target closest			attack			use potion			attack			approach			
Orc Melee Attack Hurt (546)	clear target			target damaged			target closest			attack			use potion			attack			approach			
Orc Melee Attack Dumb (547)	clear target			target closest			target closest			attack			use potion			attack			approach			
Orc Melee Attack Soft (548)	clear target			target low ac			target closest			attack			use potion			attack			approach			
Orc Melee Attack Ranged (549)	clear target			target ranged			target closest			attack			use potion			attack			approach			
Orc Melee Attack Smart (550)	clear target			target threatened			target closest			attack			use potion			attack			approach			
Orc Ranged Attack Smart (551)	five foot step			clear target			target bad reflex			target closest			attack			
Orc Ranged Attack Dumb (552)	five foot step			clear target			target high ac			target closest			attack			
Orc Ranged Attack Hurt (553)	five foot step			clear target			target damaged			target closest			attack			
Orc Ranged Attack Ranged (554)	five foot step			clear target			target ranged			target closest			attack			
Orc Ranged Attack Soft (555)	five foot step			clear target			target low ac			target closest			attack			
Orc Melee Flanker (556)	target low ac			flank			attack			use potion			attack			approach			
Orc Ranged Attack Ready (557)	five foot step			clear target			ready vs spell			
Orc Melee Attack Smart Rage (558)	clear target			rage			target threatened			target closest			attack			use potion			attack			approach			
Orc Melee Attack Dumb Rage (559)	clear target			rage			target closest			attack			use potion			attack			approach			
Orc Melee Attack Prone Rage (560)	clear target			rage			target prone			target closest			attack			use potion			attack			approach			
Orc Melee Attack Hurt Rage (561)	clear target			rage			target damaged			target closest			attack			use potion			attack			approach			
Orc Melee Attack Soft Rage (562)	clear target			rage			target low ac			target closest			attack			use potion			attack			approach			
Orc Melee Attack Ranged Rage (563)	clear target			rage			target ranged			target closest			attack			use potion			attack			approach			
Orc Melee Flanker Rage (564)	rage			target low ac			flank			attack			use potion			attack			approach			
Orc Melee Guard Reach (565)	clear target			ready vs approach			
Wild Leucrotta 1 (566)	target friend nospell			cast single		'Bulls Strength' class_cleric 2	clear target			target threatened			coup de grace			cast single		'Hold Person' domain_special 5	clear target			target high ac			cast single		'Hold Person' domain_special 5	target nospell			cast single		'Doom' class_cleric 1	target closest			coup de grace			use potion			attack			
Wild Leucrotta 2 (567)	target threatened			coup de grace			cast single		'Hold Person' domain_special 5	clear target			target high ac			cast single		'Hold Person' domain_special 5	target friend hurt			cast single		'Cure Moderate Wounds' class_cleric 2	target closest			coup de grace			use potion			attack			
Lantern Archon	target closest			cast single		'Searing Light' class_cleric 3			
Good Cleric Holy Smite (569)	target high ac			cast area		'Holy Smite' class_cleric 4	target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	target closest			target bad fort			cast single		'Searing Light' class_cleric 3	cast area		'Silence' class_cleric 2	target friend hurt			cast single		'Cure Moderate Wounds' class_cleric 2	target self			cast single		'Divine Power' class_cleric 4	target closest			attack			
Lizard Man Magic User (570)	five foot step			target high ac			cast single		'Charm Person' class_wizard 1	target friend nospell			cast single		'Haste' class_wizard 3	target bad fort			cast fireball		'Fireball' class_wizard 3	target high ac			cast single		'Tashas Hideous Laughter' class_wizard 2	target closest			use potion			attack			
Lizard Man Battlepriest (571)	target bad fort			cast single		'Summon Monster III' class_cleric 3	target friend hurt			cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	target closest			rage			attack			
Cult of the Siren (572)	target closest			target bad will			cast single		'Charm Monster' class_sorcerer 4	cast single		'Charm Person' class_sorcerer 1	target closest			cast single		'Magic Missile' class_sorcerer 1	attack			use potion			
Cult of the Siren Alt (573)	target closest			cast single		'Magic Missile' class_sorcerer 1	cast single		'Tashas Hideous Laughter' class_sorcerer 2	attack			use potion			
